A1,378693.6100,2067061.6020
1,378708.9978,2067009.1289
B1,378808.5098,2066972.8983
100,378697.2692,2066920.5968
101,378695.0207,2066984.9075
102,378689.3916,2067027.4113
103,378685.8217,2067027.0218
104,378682.1408,2067085.6915
105,378680.5367,2067085.2592
106,378677.5382,2067084.3547
107,378677.3210,2067099.4849
TR1,378666.8809,2067035.3628
TR2,378667.9527,2067031.4294
TR3,378683.6788,2067012.9099
TR4,378689.5005,2067017.0037
TR5,378692.3190,2067012.2441
TR6,378696.0120,2067010.8038
108,378711.8355,2067016.2822
109,378711.9625,2067021.1823
110,378715.9348,2067021.1466
111,378759.7961,2067028.4587
112,378758.7429,2067028.6045
113,378759.8389,2067027.6308
TR9,378758.2076,2067027.8622
114,378675.2302,2067007.0942
115,378675.4925,2067002.6049
116,378680.2461,2067002.8349
117,378678.9598,2066983.6280
118,378681.0451,2066976.3800
119,378684.1755,2066981.0213
TR12,378677.0526,2066964.3828
120,378729.2148,2066932.6697
B1,378808.5098,2066972.8983
B2,378895.0648,2066922.8678
TR13,378668.7475,2067019.1998
TR14,378789.7637,2066982.5389
TR15,378791.0047,2066982.8721
TR16,378803.6146,2067022.3279
TR17,378789.8035,2066941.7008
TR18,378794.7298,2066943.8573
TR19,378799.9898,2066938.2651
TR20,378799.3116,2066928.0993
TR21,378800.6971,2066923.3524
TR22,378801.3146,2066935.3926
TR23,378805.0873,2066925.4686
TR24,378848.4337,2066961.1670
B2,378895.0648,2066922.8678
B3,379192.8221,2066826.1917
B4,379253.5164,2066811.3980
B4,379253.5164,2066811.3980
121,379131.2709,2066751.6825
122,379194.4394,2066867.1333
123,379243.0527,2066839.3006
124,379226.2148,2066925.9002
125,379286.7718,2066815.7118
126,379325.3886,2066795.0080
TR25,379181.0003,2066885.1922
TR26,379182.7234,2066886.8587
TR27,379180.3837,2066889.6240
TR28,379200.0349,2066895.7890
TR29,379173.4889,2066819.7166
TR30,379184.0707,2066819.5109
TR31,379181.9647,2066816.6195
TR32,379178.4995,2066815.5845
TR33,379184.4816,2066820.0428
TR34,379185.3274,2066820.5181
TR35,379218.9889,2066808.4834
TR36,379219.7542,2066808.2093
TR37,379218.5499,2066805.3852
127,379107.7190,2066724.9935
128,379218.4834,2066805.0820
129,379399.2161,2066799.1652
130,379265.5952,2066774.4630
131,379262.2142,2066776.3986
132,379258.9243,2066774.9690
133,379254.7633,2066777.1450
134,379249.7754,2066780.1076
135,379247.9108,2066779.6862
136,379235.0671,2066758.8715
137,379240.1755,2066754.9745
138,379245.6665,2066768.0653
139,379248.0528,2066777.2428
BW40,379255.2105,2066773.1431
140,379247.9953,2066777.1702
141,379248.5228,2066775.2611
142,379258.2011,2066769.8335
143,379262.3734,2066767.4046
TR42,379259.1232,2066773.8192
TR43,379260.6535,2066784.4464
TR44,379262.4099,2066783.6114
TR45,379263.3187,2066783.2023
TR46,379267.4723,2066780.5488
TR47,379271.2941,2066823.0917
TR48,379293.1475,2066811.9649
TR49,379312.7073,2066800.8766
TR50,379315.0362,2066799.8340
TR51,379324.3258,2066790.0772
TR52,379324.0858,2066784.8415
TR53,379324.2363,2066776.5711
144,379330.6866,2066786.0551
145,379325.4518,2066788.4280
146,379327.1385,2066792.4093
147,379335.2260,2066780.1688
148,379332.3451,2066781.2353
149,379333.7748,2066784.5223
TR56,379335.0626,2066779.4905
TR57,379337.8757,2066783.3386
TR58,379339.1015,2066782.0123
TR59,379339.5576,2066781.4420
TR60,379342.8303,2066781.8134
B5,379353.9989,2066765.1614
TR66,379345.7574,2066765.4620
TR65,379347.8824,2066768.0753
150,379348.2484,2066768.0612
151,379345.4833,2066769.3797
152,379337.4684,2066773.2146
153,379333.3640,2066775.2044
154,379336.9291,2066782.4410
155,379341.0035,2066780.4960
156,379332.5034,2066775.6118
157,379330.9386,2066776.3340
158,379332.3149,2066779.2010
159,379332.0078,2066774.6973
TR69,379333.4381,2066776.1013
160,379330.5329,2066776.3577
161,379324.7036,2066776.5349
162,379329.2095,2066849.7991
TR71,379324.4503,2066846.8621
TR72,379324.7562,2066849.7607
TR73,379329.0058,2066858.0718
TR74,379329.6610,2066858.4597
TR75,379330.3526,2066859.8410
TR76,379331.2048,2066860.4999
163,379331.0298,2066849.0994
164,379329.2623,2066845.7529
165,379331.0952,2066844.6647
166,379331.6652,2066844.4176
167,379336.1582,2066853.3259
168,379339.1311,2066831.9219
169,379341.0126,2066836.3382
170,379345.0615,2066834.5768
171,379347.1120,2066836.1410
172,379343.4829,2066827.7504
173,379341.3095,2066827.9272
174,379338.5739,2066829.2583
175,379339.3169,2066830.6855
TR81,379338.7840,2066829.6686
TR82,379339.8934,2066830.6417
TR83,379341.0695,2066830.0829
TR84,379342.0955,2066828.3777
TR85,379343.4474,2066825.6635
TR86,379344.8263,2066826.1390
TR87,379349.8607,2066823.3210
TR88,379354.2910,2066821.5527
TR89,379364.8012,2066815.3209
B5,379353.9989,2066765.1614
176,379186.2718,2066588.9676
177,379350.3892,2066770.0618
178,379351.0450,2066771.4548
179,379348.9910,2066776.6150
180,379370.7087,2066815.0089
TR61,379350.0377,2066769.4136
TR62,379349.6224,2066769.6633
TR63,379349.4012,2066769.4680
TR64,379350.8825,2066768.5454
B6,379392.2887,2066829.5465
TR92,379374.6642,2066746.1578
B7,379365.3913,2066761.1780
B7,379365.3913,2066761.1780
TR93,379373.0747,2066743.2861
TR94,379355.6463,2066740.0165
TR95,379361.7844,2066741.5717
TR96,379371.6423,2066739.4338
TR97,379376.0918,2066738.8927
TR98,379379.0069,2066737.1827
TR99,379385.0356,2066745.5653
TR100,379380.8026,2066742.2530
BW101,379382.8459,2066742.5521
TR102,379393.4254,2066734.9499
TR103,379395.4915,2066735.7515
TR104,379399.3966,2066735.5612
TR105,379398.5214,2066734.7320
TR106,379408.3272,2066732.2988
TR107,379410.3552,2066732.0970
TR108,379416.2866,2066729.7725
TR109,379418.4958,2066728.8339
TR110,379419.8341,2066729.0226
TR111,379418.5968,2066727.2846
TR112,379421.9432,2066726.7732
TR113,379424.0500,2066727.4681
TR114,379424.4956,2066727.2811
TR115,379425.7978,2066727.1589
181,379423.2052,2066727.8814
TR117,379409.4951,2066747.4827
TR118,379410.2375,2066749.5363
TR119,379397.6669,2066761.1473
TR120,379391.7465,2066762.6061
TR121,379391.6817,2066768.2997
B6,379392.2887,2066829.5465
TR122,379401.7950,2066773.9218
182,379374.2887,2066823.2188
183,379375.1211,2066825.1240
184,379371.3007,2066826.9025
185,379357.5312,2066831.4692
186,379362.1198,2066840.5820
TR123,379421.3543,2066809.2196
TR124,379421.1984,2066812.3997
TR125,379421.9428,2066831.5717
TR126,379450.9013,2066824.1013
187,379431.7236,2066833.7015
188,379424.9926,2066784.0297
TR127,379479.7361,2066782.3044
TR128,379489.4964,2066781.0503
A-4,379552.3080,2066714.1300
189,379558.7607,2066774.6213
190,379567.8110,2066798.9165
191,379567.3805,2066798.9937
192,379565.3999,2066763.1798
193,379562.7461,2066747.0190
194,379550.6370,2066697.6993
195,379551.0748,2066696.6776
196,379550.1262,2066694.7950
197,379549.5078,2066691.8244
198,379546.6999,2066676.2952
199,379539.7339,2066640.0835
200,379549.3287,2066751.9196
B8,379584.5529,2066719.8027
TR129,379543.7159,2066709.0850
TR130,379533.1343,2066718.6922
TR131,379532.1275,2066723.5505
TR132,379535.8572,2066737.9269
TR133,379518.1798,2066743.9625
TR134,379517.8195,2066743.4408
TR135,379520.8056,2066741.5375
TR136,379520.9526,2066715.9269
TR137,379522.2617,2066711.0435
TR138,379522.4878,2066709.6813
TR139,379527.6341,2066708.9849
TR140,379539.7403,2066711.4426
B9,379544.2277,2066695.7366
B9,379544.2277,2066695.7366
TR141,379510.0841,2066699.1776
TR142,379511.7177,2066699.3046
TR143,379511.0314,2066698.6828
B10,379458.3052,2066713.7068
201,379446.6078,2066716.7909
202,379448.5794,2066716.2814
203,379504.6619,2066699.8288
204,379509.7384,2066696.1500
205,379514.6273,2066695.2087
206,379519.9225,2066692.8537
TR144,379538.9531,2066686.7543
TR145,379538.9435,2066688.5605
TR146,379539.4104,2066689.5627
TR147,379539.6389,2066692.3214
TR148,379539.8270,2066692.2093
TR149,379539.1532,2066692.5177
TR150,379537.5919,2066692.5895
TR151,379536.0867,2066692.9300
TR152,379534.2765,2066693.2572
TR153,379533.0279,2066693.3987
TR154,379531.4888,2066693.7310
TR155,379529.9481,2066694.1800
TR156,379528.2973,2066694.4303
TR157,379526.3272,2066694.9889
TR158,379527.2435,2066692.9010
TR159,379526.2823,2066690.3049
TR160,379530.4376,2066688.3830
TR161,379531.0505,2066691.8928
TR162,379524.3379,2066695.4446
TR163,379519.8232,2066696.1499
TR164,379520.7527,2066696.1511
TR165,379515.7156,2066697.2283
TR166,379513.2904,2066697.5471
TR167,379509.4051,2066697.7569
207,379522.9016,2066692.0377
208,379521.2436,2066692.2543
209,379523.3662,2066693.9407
210,379520.8739,2066688.7286
211,379519.1963,2066689.1467
212,379517.5940,2066686.5094
B11,379535.0844,2066658.4136
B11,379535.0844,2066658.4136
213,379540.5794,2066692.5808
214,379538.7835,2066683.5170
215,379537.8233,2066678.9709
216,379536.7492,2066674.1811
217,379536.0102,2066669.9774
218,379528.4857,2066671.4879
219,379519.3196,2066681.2720
220,379517.6551,2066681.8675
221,379516.8403,2066677.8770
222,379511.0701,2066677.7916
223,379506.2235,2066678.7824
224,379503.2900,2066676.6571
B12,379476.1982,2066676.7404
B12,379476.1982,2066676.7404
225,379498.9588,2066677.5576
226,379501.3217,2066689.0601
227,379503.0789,2066690.8562
TR172,379489.2120,2066712.1725
TR173,379488.6474,2066711.9475
TR174,379487.3918,2066712.4562
TR175,379483.5342,2066716.5290
TR176,379476.6802,2066714.1802
TR177,379468.6845,2066716.3416
TR178,379479.0872,2066721.4001
228,379444.6789,2066700.1535
B8,379584.5529,2066719.8027
BW180,379576.3224,2066785.7877
TR181,379583.5181,2066783.3588
TR182,379588.3446,2066781.6222
TR183,379591.6940,2066781.6579
TR184,379586.2188,2066782.5838
TR185,379587.4529,2066782.5292
TR186,379587.8674,2066782.2527
TR187,379589.9535,2066781.3131
TR188,379591.7012,2066780.3913
229,379596.4699,2066779.8318
230,379593.4373,2066780.5140
231,379594.8597,2066789.6472
232,379597.9941,2066789.4432
233,379604.9438,2066788.3306
234,379605.0492,2066785.1628
235,379605.3468,2066779.9408
236,379605.1174,2066778.4748
237,379603.7635,2066778.5045
TR190,379597.0204,2066778.9223
TR191,379596.3091,2066779.1841
TR192,379600.9089,2066778.5545
238,379598.6449,2066732.7674
239,379563.5552,2066747.6996
240,379568.9019,2066798.9732
241,379616.2256,2066786.3423
242,379616.0337,2066780.0124
243,379616.1834,2066787.1836
244,379616.4031,2066776.5055
245,379622.7245,2066775.9891
246,379627.8163,2066779.7339
247,379612.3148,2066747.0341
248,379625.3556,2066746.5785
249,379625.4843,2066760.5888
250,379613.4133,2066761.9588
TR196,379633.9516,2066718.0301
TR197,379627.7355,2066720.7796
251,379653.2165,2066775.1389
252,379652.9939,2066771.6058
253,379658.0031,2066771.3108
254,379652.1653,2066758.3853
255,379652.0343,2066754.3288
256,379656.5596,2066753.6396
257,379672.1869,2066759.6341
258,379668.6648,2066723.0583
259,379650.6511,2066712.3208
260,379646.4906,2066714.0275
BW200,379662.0144,2066713.8865
B13,379669.6492,2066701.7515
261,379573.8905,2066742.1136
262,379596.3819,2066733.3185
TR202,379664.6053,2066706.2796
TR203,379656.8546,2066708.8564
TR204,379655.0159,2066709.6620
TR205,379651.5589,2066709.3769
TR206,379621.6673,2066725.1565
TR207,379610.7586,2066727.6182
TR208,379603.7299,2066730.3766
TR210,379599.0722,2066732.2681
B13,379669.6492,2066701.7515
263,379667.4001,2066705.8114
264,379680.1036,2066700.8083
265,379690.8179,2066703.2986
266,379692.1988,2066725.6310
267,379696.5724,2066789.9789
268,379722.6596,2066794.7911
269,379718.5294,2066747.5827
270,379714.5931,2066703.7934
BW212,379656.2194,2066761.0016
TR211,379569.5102,2066743.3003
271,379695.2678,2066695.0792
272,379694.8075,2066692.2210
273,379693.3408,2066675.5432
B14,379712.2477,2066699.2991
TR213,379684.6934,2066699.4570
TR214,379691.5306,2066690.4356
TR215,379692.8569,2066690.3843
TR216,379693.1794,2066688.9534
B14,379712.2477,2066699.2991
TR217,379702.8756,2066693.0857
TR218,379702.1081,2066686.8214
TR219,379701.8887,2066681.2526
TR222,379693.5340,2066672.6813
TR223,379691.5606,2066665.8511
274,379697.6815,2066668.7843
275,379697.8797,2066675.1926
276,379700.4923,2066674.9378
277,379702.0476,2066691.3090
278,379702.3777,2066694.1378
279,379699.4273,2066694.4354
280,379691.3970,2066546.7745
281,379724.9228,2066840.0344
282,379703.2840,2066690.9338
TR225,379714.0751,2066695.4509
BW226,379703.8121,2066735.6097
283,379713.2897,2066689.2806
284,379753.5324,2066704.2645
285,379753.9536,2066703.5211
286,379749.3773,2066704.8627
287,379745.4674,2066705.8069
288,379744.7118,2066704.8634
289,379748.7338,2066728.2636
290,379748.3036,2066729.5735
291,379756.8817,2066727.1728
BW229,379756.3336,2066727.8640
292,379742.7885,2066732.7283
293,379739.4457,2066733.2248
294,379742.8677,2066731.7142
295,379742.2873,2066727.1757
296,379733.2420,2066728.5040
TR231,379738.9218,2066727.0346
BW232,379732.9287,2066733.1255
BW233,379732.2534,2066724.1915
TR234,379726.3176,2066729.8961
B15,379772.6720,2066682.4331
297,379703.1810,2066684.3944
298,379703.3225,2066685.2718
299,379702.4382,2066685.4430
300,379753.4431,2066769.8953
301,379752.1822,2066760.8385
302,379760.7058,2066759.6607
303,379747.2051,2066761.8370
304,379736.3216,2066763.3017
305,379736.8234,2066767.2991
B15,379772.6720,2066682.4331
TR239,379799.2795,2066687.8189
306,379821.8817,2066655.1794
307,379822.4386,2066656.7757
308,379829.7348,2066665.5745
309,379827.6121,2066669.9952
310,379830.9505,2066668.8422
311,379841.9422,2066664.5353
312,379838.3854,2066665.7280
B16,379848.1267,2066664.8536
TR241,379822.0394,2066660.0795
313,379819.4457,2066656.0724
314,379821.1932,2066650.9449
TR244,379824.8592,2066652.4747
TR245,379849.1394,2066642.6552
315,379874.6804,2066625.1331
316,379876.9316,2066630.2873
TR246,379835.6015,2066667.3422
TR247,379836.8127,2066666.4945
B17,379840.2757,2066728.5587
B16,379848.1267,2066664.8536
317,379837.5076,2066662.7485
318,379837.4292,2066653.1097
319,379835.9871,2066649.7643
320,379849.1256,2066656.7417
321,379851.9751,2066655.6416
322,379851.1179,2066653.7646
323,379874.3167,2066625.3079
324,379873.0177,2066629.4955
325,379877.2722,2066631.2109
B17,379840.2757,2066728.5587
326,379829.2348,2066720.5181
327,379837.5038,2066720.6717
328,379841.4154,2066720.4055
329,379841.7829,2066711.5619
330,379840.6087,2066711.3951
331,379837.6261,2066711.5355
332,379840.2263,2066707.6398
TR254,379836.5729,2066706.7110
TR255,379845.3269,2066702.6747
TR256,379846.3538,2066704.5725
TR257,379846.5398,2066704.1843
TR258,379849.3005,2066702.9738
TR259,379849.7139,2066703.7919
TR260,379849.7580,2066704.2199
TR261,379850.4342,2066703.1294
TR262,379850.4556,2066700.0452
TR263,379851.1715,2066701.4738
TR264,379850.3759,2066701.8905
TR265,379849.3117,2066701.4401
TR266,379850.5560,2066701.8981
TR267,379852.9185,2066705.1236
TR268,379850.2349,2066706.1109
TR269,379852.6167,2066705.9185
TR270,379851.6951,2066708.4174
TR271,379847.5407,2066711.9632
TR272,379848.1719,2066713.3370
TR273,379847.0350,2066712.9957
BW274,379849.8109,2066718.9386
333,379852.1205,2066712.9487
334,379853.6730,2066712.6976
335,379853.3915,2066711.3699
336,379859.2066,2066713.3825
337,379858.9640,2066714.7933
338,379860.3288,2066714.8855
339,379860.7233,2066715.3420
340,379862.4155,2066715.3516
341,379862.1743,2066713.1581
TR278,379854.1594,2066705.5668
TR279,379862.2409,2066706.3784
342,379860.6274,2066707.4516
TR281,379862.1971,2066708.0451
TR282,379864.7703,2066706.1445
TR283,379864.7727,2066706.1835
TR284,379865.4159,2066708.5056
TR285,379866.3441,2066706.3582
TR286,379866.4066,2066706.3413
TR287,379866.6644,2066706.5203
TR288,379866.5858,2066707.2616
TR289,379867.9036,2066706.1464
TR290,379868.8524,2066705.4281
TR291,379869.1956,2066705.6870
TR292,379870.0286,2066706.7481
TR293,379871.6976,2066707.5841
TR294,379874.0558,2066695.7190
B18,379892.6113,2066699.9110
B19,379824.4235,2066729.8455
343,379826.7850,2066741.7061
344,379827.2655,2066738.1861
345,379839.0792,2066739.0685
346,379838.9410,2066742.3116
347,379835.7274,2066742.2839
348,379838.2154,2066751.5491
349,379835.1405,2066751.2610
TR298,379841.8861,2066752.8526
350,379840.2024,2066751.5632
TR300,379845.0204,2066750.4701
TR301,379844.7878,2066749.8740
TR302,379846.4038,2066749.4195
TR303,379845.9265,2066748.7264
TR304,379845.5551,2066747.7615
TR305,379847.4959,2066750.5189
TR306,379845.7434,2066748.4562
TR307,379846.8370,2066749.1672
TR308,379847.8394,2066749.8342
TR309,379849.5135,2066748.9297
TR310,379850.2836,2066751.4985
TR311,379851.2105,2066753.8295
TR312,379850.9141,2066746.5545
TR313,379853.5797,2066744.6153
TR314,379851.8172,2066743.1671
TR315,379850.4620,2066743.2538
TR316,379848.7315,2066744.9214
TR317,379847.7531,2066744.7562
TR318,379847.4300,2066744.1020
TR319,379847.0768,2066743.5589
TR320,379847.5035,2066746.1110
351,379839.0367,2066781.7724
352,379831.3154,2066781.0259
353,379831.5873,2066781.0573
B19,379824.4235,2066729.8455
354,379822.8913,2066753.7942
355,379823.4348,2066750.3014
356,379828.3805,2066711.4075
357,379828.1899,2066707.9791
358,379786.5747,2066619.6432
359,379798.4629,2066706.4849
360,379805.4222,2066791.0540
TR321,379810.8378,2066727.2907
B18,379892.6113,2066699.9110
TR322,379939.3828,2066636.9117
TR323,379961.1254,2066745.1670
TR324,379962.7556,2066741.5141
TR325,379965.2062,2066738.0069
TR326,379967.3605,2066735.6476
TR327,379973.3059,2066729.2419
TR328,379974.1409,2066727.8720
TR329,379976.3252,2066725.2232
TR330,379979.9639,2066718.8999
TR331,379983.6132,2066715.1224
TR332,379983.9307,2066714.2744
TR333,379983.6545,2066711.9179
TR334,379984.8834,2066705.1695
TR335,379987.4852,2066703.0027
TR336,379988.9000,2066700.3387
TR337,379992.2639,2066696.3716
TR338,379993.6852,2066700.5491
TR339,379993.4145,2066693.5249
TR340,379993.6105,2066699.4461
TR341,379988.5152,2066681.3818
TR342,379983.7299,2066672.9981
TR343,379974.6614,2066652.9250
TR344,379976.4128,2066648.3185
TR345,379977.5818,2066644.1214
361,379992.9847,2066696.5994
362,379987.7431,2066705.5308
363,379983.8868,2066715.2846
364,379975.4277,2066726.6809
365,379964.4744,2066739.2948
366,379960.8736,2066746.6449
367,379952.0510,2066757.8503
368,380079.7504,2066648.9774
TR346,380080.9932,2066653.8103
369,379914.5181,2066690.0837
A-5,380188.6640,2066720.1500
370,380277.7951,2066703.0919
371,380276.0502,2066700.6577
372,380274.2927,2066698.1754
373,380315.8443,2066650.8871
374,380314.6069,2066648.0955
375,380285.8802,2066646.3239
376,380252.8065,2066670.7118
377,380228.6425,2066639.9292
378,380226.2655,2066641.7766
379,380192.1338,2066730.4946
380,380193.6810,2066725.4766
381,380198.5495,2066727.1668
382,380234.5102,2066614.9733
383,380227.3672,2066622.9127
384,380221.8457,2066631.1180
385,380212.9718,2066642.8945
386,380206.7392,2066653.7410
387,380197.0434,2066669.5674
388,380179.9390,2066683.3269
389,380138.1353,2066685.6930
390,380121.8705,2066693.3051
391,380056.1376,2066682.9410
392,380072.8035,2066673.3372
393,380042.7753,2066696.0029
394,380023.7586,2066714.1358
395,379986.7763,2066749.8397
TR347,379991.7949,2066752.7133
396,379998.7286,2066745.0204
TR349,379998.8968,2066743.5228
TR350,379999.4458,2066742.9891
TR351,380001.9605,2066740.1423
TR352,380006.6955,2066735.3364
TR353,380055.0566,2066726.0217
TR354,380055.0581,2066725.6008
TR355,380018.4227,2066701.6185
TR356,380024.1955,2066696.2803
TR358,380024.4727,2066695.5283
TR357,380032.3476,2066722.0140
TR359,380039.0125,2066699.7185
TR361,380015.8813,2066715.1522
TR362,380016.2812,2066723.5177
TR360,380024.3959,2066695.5055
TR363,380019.8591,2066725.2961
TR364,380019.7716,2066727.4754
TR365,380019.6960,2066725.1644
TR366,380020.0171,2066725.1622
TR367,380019.9016,2066726.5797
TR368,380022.2975,2066698.1696
TR369,380016.4233,2066700.8484
TR370,380016.2582,2066703.3313
TR371,380020.1549,2066697.5963
TR372,380033.6921,2066683.6183
397,380037.7582,2066685.3761
398,380040.2216,2066689.1320
399,380044.4803,2066683.8823
TR374,380050.5617,2066676.3525
TR375,380056.9940,2066683.9656
TR376,380062.1275,2066680.3050
TR377,380070.7185,2066665.4006
TR378,380072.3665,2066661.9913
TR379,380084.4407,2066663.3364
TR380,380086.1154,2066660.3903
TR381,380087.0221,2066658.9204
TR382,380083.3861,2066665.5450
TR383,380103.2283,2066655.9930
TR384,380112.4771,2066650.0105
TR385,380132.2851,2066651.2167
TR386,380129.2168,2066654.0584
TR387,380157.9984,2066669.4672
TR388,380169.6727,2066652.5333
TR389,380168.1400,2066652.9805
TR390,380162.0075,2066667.3203
TR391,380214.4278,2066619.8397
TR392,380129.6433,2066675.2986
TR393,380126.5679,2066677.3734
TR394,380114.2914,2066686.1514
TR395,380091.5868,2066690.3002
TR396,380091.7459,2066689.4250
TR397,380091.0855,2066691.6078
TR398,380056.5115,2066683.6717
TR399,380069.7783,2066699.7899
TR400,380055.1257,2066712.3441
TR401,380076.0080,2066725.3034
TR402,380075.9274,2066722.7893
TR403,380085.4967,2066716.8224
TR404,380096.7235,2066705.0619
TR405,380103.0850,2066743.9257
TR406,380109.2094,2066735.2129
TR407,380110.7645,2066726.5649
TR408,380118.3814,2066708.8378
TR409,380144.6264,2066700.4865
TR410,380158.6835,2066695.3844
TR411,380172.6752,2066684.6486
TR412,380177.2296,2066692.0064
TR413,380179.8466,2066683.4735
TR414,380188.9201,2066677.5720
TR415,380196.1390,2066643.2220
TR416,380214.9895,2066620.0100
TR417,380278.5289,2066709.0747
400,380276.5746,2066711.8338
401,380276.9216,2066719.1831
402,380280.3643,2066719.1115
TR419,380290.0217,2066701.5600
TR420,380287.0932,2066696.1933
TR421,380293.4658,2066699.7633
TR422,380293.9279,2066694.0887
TR423,380301.9673,2066690.6312
TR424,380303.3417,2066688.7329
TR425,380304.9092,2066688.7440
TR426,380309.8434,2066685.2721
TR427,380310.7273,2066684.8627
TR428,380311.5330,2066684.5879
TR429,380315.0864,2066684.1581
TR430,380324.9262,2066666.2386
TR431,380294.6509,2066664.9406
TR432,380291.5982,2066657.3564
403,380100.4346,2066749.9925
404,380107.6186,2066748.0597
405,380110.3056,2066757.9216
406,380260.0120,2066663.5150
407,380200.9531,2066658.9011
TR434,380193.0972,2066706.6142
TR435,380131.4149,2066738.6862
TR436,380120.1207,2066744.6672
TR438,380134.6220,2066748.9096
408,380143.1486,2066754.0238
409,380154.1784,2066750.8389
410,380172.0515,2066747.2609
411,380177.8095,2066764.3770
TR440,380214.2295,2066754.8261
TR441,380197.4085,2066733.5958
TR442,380209.5263,2066741.6940
TR443,380246.3185,2066753.4747
TR444,380254.2430,2066763.7405
TR445,380254.6291,2066763.2667
TR446,380253.5966,2066764.8296
TR447,380252.9912,2066765.7038
B20,380273.8418,2066736.4816
A-6,380298.7900,2066743.0130
TR448,380298.7077,2066761.2440
TR449,380291.6870,2066734.6086
412,380296.4868,2066761.8387
413,380297.3234,2066755.4472
414,380299.3379,2066754.9758
415,380300.1136,2066758.4530
416,380300.3279,2066755.5157
417,380301.4956,2066755.2529
418,380302.1131,2066758.4623
TR453,380327.3022,2066763.2030
TR454,380345.9969,2066756.5149
B21,380410.7756,2066735.6029
TR455,380361.0629,2066760.1406
TR456,380324.7319,2066721.2164
TR457,380325.0992,2066716.7809
TR458,380323.6245,2066714.8111
TR459,380320.7983,2066712.1064
TR460,380306.2312,2066712.0831
TR461,380305.2103,2066711.8539
TR462,380298.5893,2066708.0954
